image_name,gt_area,gt_perimeter,gt_aspect_ratio,gt_centroid_x,gt_centroid_y,gt_bbox_x,gt_bbox_y,gt_bbox_w,gt_bbox_h
6-250x,1764,202.26702558994293,0.75,16.471655328798185,481.47392290249434,0,452,45,60
6-250x,1333,224.93607187271118,1.4545454545454546,736.6106526631658,476.9894973743436,706,453,64,44
6-250x,1175,150.75230646133423,1.186046511627907,302.08,483.7591489361702,276,463,51,43
6-250x,517,106.81118178367615,0.7567567567567568,893.9941972920697,493.642166344294,883,477,28,37
6-250x,892,127.29646289348602,1.2258064516129032,225.84417040358744,495.5706278026906,206,481,38,31
6-250x,2471,285.362478017807,1.6440677966101696,71.33832456495347,518.1258599757183,21,490,97,59
6-250x,1602,180.16652083396912,0.5757575757575758,268.1111111111111,524.9207240948814,250,495,38,66
6-250x,8601,464.70057129859924,1.4536082474226804,527.7403790256947,550.8786187652598,462,502,141,97
6-250x,1976,206.55129599571228,0.864406779661017,1246.3820850202428,535.8314777327935,1222,507,51,59
6-250x,5798,468.55843579769135,1.2156862745098038,133.03501207312866,555.6015867540531,74,508,124,102
6-250x,2199,205.9655089378357,1.0925925925925926,322.3638017280582,546.5525238744884,295,520,59,54
6-250x,1238,169.58073353767395,0.5666666666666667,1182.9281098546041,557.4636510500808,1165,525,34,60
6-250x,4905,396.7594470977783,1.3793103448275863,928.0809378185525,571.1131498470947,864,528,120,87
6-250x,1375,207.52185821533203,1.4666666666666666,665.7890909090909,558.2152727272727,632,539,66,45
6-250x,1934,171.6812391281128,0.9433962264150944,388.4131334022751,567.7766287487074,364,541,50,53
6-250x,597,98.32590079307556,1.48,1103.0150753768844,551.0201005025126,1086,540,37,25
6-250x,1966,278.04876947402954,1.679245283018868,746.6144455747711,571.2085452695829,702,543,89,53
6-250x,2720,324.43354523181915,0.8901098901098901,45.42095588235294,590.635294117647,0,551,81,91
6-250x,643,104.32590079307556,1.44,1014.1835147744946,563.7340590979783,998,552,36,25
6-250x,5951,363.9898946285248,1.3780487804878048,838.2431524113595,599.0803226348513,778,557,113,82
6-250x,1392,169.58073365688324,0.8823529411764706,1131.3297413793102,584.6968390804598,1106,560,45,51
6-250x,930,148.3675308227539,0.5714285714285714,255.5204301075269,594.7645161290322,238,569,32,56
6-250x,548,110.66904664039612,0.37777777777777777,291.3138686131387,599.8978102189781,283,578,17,45
6-250x,677,104.81118190288544,0.9411764705882353,648.711964549483,597.8966026587888,633,581,32,34
6-250x,890,141.63960874080658,0.58,14.523595505617978,620.1494382022472,0,594,29,50
6-250x,1037,150.02438497543335,1.59375,580.3789778206365,622.3539054966249,556,607,51,32
6-250x,514,92.66904652118683,1.3478260869565217,163.23346303501947,626.84046692607,148,616,31,23
6-250x,2367,301.4629828929901,1.5294117647058822,815.2315166877904,651.800168990283,760,617,104,68
6-250x,501,110.42640590667725,0.5384615384615384,1269.9081836327346,635.2355289421158,1259,617,21,39
6-250x,798,113.39696824550629,1.21875,710.5964912280701,640.5451127819549,690,625,39,32
6-250x,2551,260.73506247997284,2.372093023255814,1063.437083496668,641.7934143473148,1007,624,102,43
6-250x,3219,277.3208485841751,1.265625,1156.510717614166,660.1907424666045,1123,626,81,64
6-250x,1470,195.7228685617447,1.9444444444444444,492.2925170068027,649.5380952380953,456,634,70,36
6-250x,801,145.4385987520218,2.3333333333333335,289.79525593008736,651.1822721598003,264,641,56,24
6-250x,3904,290.7766922712326,1.5873015873015872,678.5430327868852,681.5261270491803,631,645,100,63
6-250x,1506,185.1543276309967,0.36486486486486486,10.760956175298805,682.055112881806,0,649,27,74
6-250x,834,135.43859803676605,1.3225806451612903,176.8872901678657,672.0887290167866,157,659,41,31
6-250x,789,142.02438521385193,2.391304347826087,94.2382762991128,691.5411913814955,66,680,55,23
6-250x,4523,430.07315492630005,1.7125,223.63541896971037,734.606455892107,156,691,137,80
6-250x,554,101.396968126297,1.1538461538461537,148.75451263537906,703.586642599278,134,692,30,26
6-250x,5036,334.5756813287735,1.935483870967742,431.84471803018266,729.1463463065925,368,696,120,62
6-250x,592,91.25483298301697,1.0357142857142858,936.4222972972973,709.2652027027027,923,696,29,28
6-250x,1979,239.72286939620972,3.0,780.8549772612431,733.277918140475,739,718,96,32
6-250x,1512,252.2081505060196,0.2857142857142857,714.2870370370371,771.4431216931217,702,723,28,98
6-250x,1147,133.53910398483276,1.2162162162162162,532.8831734960767,745.3190932868353,510,727,45,37
6-250x,631,123.88224923610687,0.4782608695652174,656.2995245641838,752.8969889064977,645,730,22,46
6-250x,642,106.81118178367615,0.6756756756756757,1162.6806853582555,749.4922118380063,1151,731,25,37
6-250x,700,130.42640626430511,0.36363636363636365,1272.2514285714285,760.8871428571429,1260,733,20,55
6-250x,664,144.95331704616547,0.8974358974358975,60.58283132530121,768.164156626506,42,750,35,39
6-250x,6813,556.9848415851593,3.7818181818181817,902.8689270512256,785.3741376779686,806,757,208,55
6-250x,1676,177.23758828639984,1.5238095238095237,246.11992840095465,784.7661097852028,214,766,64,42
6-250x,4871,340.00713980197906,0.8695652173913043,1227.6540751385753,847.3401765551222,1186,793,80,92
6-250x,5597,469.20309841632843,1.8,260.4875826335537,851.0205467214579,181,800,153,85
6-250x,724,115.98275446891785,1.3333333333333333,93.5842541436464,820.9157458563536,76,808,36,27
6-250x,1915,190.30865490436554,0.873015873015873,150.0135770234987,844.9310704960835,125,813,55,63
6-250x,973,198.551295876503,0.873015873015873,1090.0513874614594,842.7410071942446,1065,812,55,63
6-250x,4924,326.8355669975281,1.3661971830985915,381.0367587327376,855.4691307879773,334,814,97,71
6-250x,1920,220.79393661022186,1.6888888888888889,688.2125,846.79375,651,821,76,45
6-250x,7725,528.7422007322311,3.0476190476190474,857.4932038834952,849.2906148867314,768,822,192,63
6-250x,836,132.02438580989838,0.9534883720930233,1049.677033492823,845.6267942583733,1031,823,41,43
6-250x,904,139.39696836471558,1.2121212121212122,464.4745575221239,870.8860619469026,445,852,40,33
6-250x,1038,159.05382299423218,2.1379310344827585,760.6859344894027,873.7851637764933,735,856,62,29
A_01_04,5842,306.936071395874,1.130952380952381,140.29630263608354,38.18349880178021,98,0,95,84
A_01_04,6875,347.62236416339874,1.9402985074626866,295.29236363636363,30.029090909090908,233,0,130,67
A_01_04,628,100.42640590667725,0.7878787878787878,385.8487261146497,16.906050955414013,374,0,26,33
A_01_04,3267,239.13708329200745,0.6436781609195402,43.108968472604836,49.094888276706456,18,3,56,87
A_01_04,1400,159.29646348953247,0.6379310344827587,384.43642857142856,67.92571428571429,363,40,37,58
A_01_04,16368,884.322935461998,1.2329545454545454,303.5743523949169,134.09084799608993,183,46,217,176
A_01_04,10478,761.6538883447647,0.8840579710144928,48.82296239740408,150.78326016415346,0,86,122,138
A_01_04,2008,183.88224959373474,1.2553191489361701,158.94671314741035,112.65836653386454,131,90,59,47
A_01_04,12070,585.77163875103,0.8609271523178808,134.30339685169844,225.30281690140845,74,149,130,151
A_01_04,4259,282.0660150051117,0.6914893617021277,228.14839164123035,192.39328480864052,194,151,65,94
A_01_04,5650,313.07820868492126,1.1379310344827587,302.4663716814159,258.630796460177,259,213,99,87
A_01_04,645,104.56854116916656,1.2,18.198449612403103,251.768992248062,1,236,36,30
A_01_04,730,181.58073472976685,0.9019607843137255,38.23013698630137,278.96438356164384,14,248,46,51
A_01_04,791,121.154327750206,1.2580645161290323,230.16814159292036,263.1605562579014,213,249,39,31
A_01_04,1352,150.71067655086517,1.2439024390243902,367.4526627218935,283.2433431952663,342,259,51,41
A_02_01,9066,650.6000660657883,1.0168067226890756,169.84910655195236,61.47529230090448,110,0,121,119
A_02_01,579,99.35533845424652,1.4583333333333333,318.13298791018997,9.690846286701209,298,0,35,24
A_02_01,3674,334.02438509464264,0.2868217054263566,14.84676102340773,65.33995645073489,0,2,37,129
A_02_01,2714,223.23758840560913,0.8169014084507042,78.61753868828298,35.21812822402358,54,4,58,71
A_02_01,2393,228.26702558994293,0.39361702127659576,384.54157960718766,51.83577099874634,363,8,37,94
A_02_01,13450,546.0559101104736,0.8787878787878788,307.5727881040892,100.60631970260224,242,22,145,165
A_02_01,519,144.32590091228485,0.5272727272727272,103.52215799614643,105.96146435452793,93,81,29,55
A_02_01,1042,131.25483322143555,0.8095238095238095,65.84357005758157,110.83013435700576,50,91,34,42
A_02_01,509,134.61017179489136,1.0,261.06679764243614,138.335952848723,243,116,43,43
A_02_01,13864,1041.5605239868164,1.2058823529411764,243.55128390075015,210.6025678015003,138,130,205,170
A_02_01,1275,173.39696848392487,0.7446808510638298,92.1843137254902,161.78823529411764,74,136,35,47
A_02_01,1228,155.6812390089035,0.851063829787234,23.126221498371336,188.71091205211727,4,165,40,47
A_02_01,1729,175.05382227897644,0.7413793103448276,378.2307692307692,215.10237131289762,357,186,43,58
A_02_01,11789,532.3157966136932,1.5533980582524272,128.7563830689626,245.7425566205785,55,197,160,103
A_02_01,1471,215.2964631319046,0.9347826086956522,374.5241332426921,276.75050985724,355,254,43,46
A_02_01,809,111.35533845424652,1.6,314.0642768850433,288.7886279357231,294,275,40,25
A_02_03,1142,134.4680370092392,1.2432432432432432,40.87478108581436,13.69877408056042,20,0,46,37
A_02_03,6382,416.8355665206909,1.876923076923077,158.9625509244751,31.889533061736135,97,0,122,65
A_02_03,1771,268.450790643692,1.1764705882352942,242.47939017504234,20.92207792207792,215,0,60,51
A_02_03,3578,294.45079159736633,0.5714285714285714,309.1056456120738,45.05002794857462,280,0,56,98
A_02_03,804,139.01219248771667,0.4444444444444444,8.951492537313433,40.67537313432836,0,11,24,54
A_02_03,3567,244.95331740379333,0.5454545454545454,377.3305298570227,53.57975890103729,352,10,48,88
A_02_03,651,203.09545254707336,0.7796610169491526,87.23655913978494,43.31182795698925,72,12,46,59
A_02_03,3809,280.8355666399002,0.7096774193548387,275.0658965607771,101.57469152008402,243,53,66,93
A_02_03,1099,159.2964631319046,1.6363636363636365,136.20109190172886,84.1656050955414,111,69,54,33
A_02_03,4947,369.40410828590393,0.9122807017543859,178.1746513038205,128.40105114210633,132,78,104,114
A_02_03,20052,1370.3717052936554,0.6666666666666666,65.54468382206264,194.9127269100339,0,84,144,216
A_02_03,1314,143.0538227558136,1.0975609756097562,341.30593607305934,126.12937595129375,318,105,45,41
A_02_03,3744,308.8771971464157,0.9292929292929293,205.50373931623932,169.63167735042734,157,112,92,99
A_02_03,1469,163.15432798862457,0.46153846153846156,385.0987066031314,147.68277739959157,370,117,30,65
A_02_03,12577,569.3452334403992,0.8246753246753247,329.7101057485887,226.85998250775225,273,146,127,154
A_02_03,7151,361.62236428260803,1.4268292682926829,211.85428611383023,264.5299958047826,154,218,117,82
A_03_02,3187,313.4802281856537,1.98,54.20646375902102,19.614057106997176,0,0,99,50
A_03_02,2149,192.12489092350006,1.3333333333333333,135.8469055374593,19.88320148906468,110,0,64,48
A_03_02,2168,193.63960909843445,1.9473684210526316,265.1392988929889,15.22970479704797,230,0,74,38
A_03_02,1022,137.01219248771667,2.391304347826087,372.206457925636,9.49412915851272,344,0,55,23
A_03_02,2755,216.55129599571228,0.9848484848484849,185.38366606170598,36.88675136116152,148,2,65,66
A_03_02,3572,245.27921795845032,0.935064935064935,341.1226203807391,58.91377379619261,313,24,72,77
A_03_02,1879,225.6223635673523,1.5434782608695652,256.4853645556147,66.31612559872272,220,43,71,46
A_03_02,10699,694.2813045978546,1.173913043478261,82.83232077764276,116.6813720908496,20,54,135,115
A_03_02,19440,1124.7737253904343,0.8565217391304348,222.09099794238682,163.55668724279835,134,67,197,230
A_03_02,2837,237.92387974262238,0.5333333333333333,363.9443073669369,151.6425801903419,340,107,48,90
A_03_02,11180,526.3157955408096,1.1478260869565218,76.72003577817532,238.7149373881932,11,182,132,115
A_03_02,1692,179.78174448013306,1.2608695652173914,305.9095744680851,230.0437352245863,278,207,58,46
A_03_02,1614,156.95331728458405,1.1363636363636365,375.5074349442379,227.92379182156134,350,206,50,44
A_03_02,1124,174.7523069381714,1.6666666666666667,237.91192170818505,248.4608540925267,212,232,55,33
A_03_02,1479,163.49747359752655,1.75,372.4063556457066,282.99256254225827,344,267,56,32
B_01_04,45248,2133.1626769304276,1.0266666666666666,239.62175123762376,139.7163852545969,73,0,308,300
B_01_04,1400,194.2253955602646,0.43478260869565216,11.084285714285715,37.489285714285714,0,3,30,69
B_01_04,6383,383.26197361946106,0.8181818181818182,115.45871847093844,64.45652514491618,67,3,90,110
B_01_04,535,103.74011409282684,0.9333333333333333,49.85794392523364,38.68411214953271,37,24,28,30
B_01_04,1234,167.63960933685303,0.39436619718309857,389.5097244732577,96.7001620745543,372,61,28,71
B_01_04,1000,131.1543276309967,1.46875,27.018,78.813,2,62,47,32
B_01_04,1429,146.6101714372635,0.9574468085106383,182.60601819454163,117.50454863540938,161,95,45,47
B_01_04,1668,171.63960897922516,1.1521739130434783,21.059952038369303,122.38129496402878,0,100,53,46
B_01_04,8913,484.516805768013,0.8270676691729323,48.94233142600696,210.226971838887,0,147,110,133
B_01_04,534,110.08326029777527,0.9090909090909091,187.81273408239701,169.30337078651687,171,152,30,33
B_01_04,2537,207.2964632511139,1.150943396226415,371.47378793851004,203.5593220338983,339,174,61,53
B_01_04,2321,193.6812391281128,1.0,367.882809133994,267.35200344679015,339,239,58,58
B_01_04,1462,169.05382299423218,2.413793103448276,58.38782489740082,287.1005471956224,22,271,70,29
B_01_04,574,102.52691125869751,2.2777777777777777,134.1724738675958,290.91289198606273,115,282,41,18
B_03_03,1702,179.25483310222626,0.5384615384615384,13.756169212690951,29.944183313748532,0,0,35,65
B_03_03,9130,613.9726494550705,1.53125,187.06078860898137,40.960569550931,108,0,147,96
B_03_03,529,93.01219260692596,1.894736842105263,275.34026465028353,8.661625708884689,258,0,36,19
B_03_03,1805,218.6101713180542,2.0285714285714285,339.2825484764543,16.64321329639889,301,0,71,35
B_03_03,772,167.43859910964966,1.5,74.75129533678756,41.420984455958546,55,26,45,30
B_03_03,10763,531.6295043230057,1.1932773109243697,331.738084177274,89.34033262101644,257,40,142,119
B_03_03,4526,290.7939372062683,1.5846153846153845,105.13146266018559,87.78148475475034,52,58,103,65
B_03_03,1441,163.05382239818573,0.6428571428571429,16.547536433032615,100.98473282442748,0,74,36,56
B_03_03,3349,245.37972402572632,1.3793103448275863,213.36070468796655,128.60794266945356,173,99,80,58
B_03_03,4506,315.2203425168991,0.9882352941176471,111.98424323124722,166.6324900133156,74,128,84,85
B_03_03,9411,487.5289988517761,1.0236220472440944,288.88184039953245,199.40930825629582,226,139,130,127
B_03_03,2413,230.36753118038177,0.3655913978494624,384.94861168669706,182.12722751761294,366,138,34,93
B_03_03,1078,209.0954521894455,1.0227272727272727,19.11038961038961,172.58812615955472,0,150,45,44
B_03_03,855,180.40916097164154,1.5555555555555556,167.87836257309942,183.60116959064328,134,168,56,36
B_03_03,1459,167.0954531431198,0.9259259259259259,44.81220013708019,214.57505140507197,18,187,50,54
B_03_03,5849,337.6051187515259,1.4430379746835442,180.5874508462985,241.54727303812618,123,201,114,79
B_03_03,6316,378.2497811317444,2.456140350877193,69.24192526915769,273.7481000633312,0,243,140,57
B_03_03,2116,198.9533178806305,1.1153846153846154,361.8686200378072,276.1157844990548,338,248,58,52
B_03_03,777,152.61017167568207,0.6956521739130435,247.67953667953668,281.5366795366795,234,254,32,46
C_04_01,4010,326.4924204349518,1.0897435897435896,35.044139650872815,31.909725685785535,0,0,85,78
C_04_01,8698,463.1614673137665,1.2621359223300972,175.0563347896068,52.96148539894229,102,0,130,103
C_04_01,1254,150.2253954410553,0.9090909090909091,272.46810207336523,20.657097288676237,253,1,40,44
C_04_01,533,124.76955199241638,3.5714285714285716,316.40712945590997,5.348968105065666,292,0,50,14
C_04_01,723,114.91168713569641,0.5952380952380952,388.47302904564316,43.170124481327804,375,22,25,42
C_04_01,710,128.4680359363556,1.4516129032258065,48.89014084507042,74.11971830985915,27,59,45,31
C_04_01,3354,263.32084834575653,0.8795180722891566,333.99373881932024,99.05277280858677,298,58,73,83
C_04_01,4633,361.8061294555664,1.3544303797468353,266.86099719404274,125.12713144830563,211,86,107,79
C_04_01,1869,450.1320298910141,1.180327868852459,36.8143392188336,124.65008025682182,0,98,72,61
C_04_01,3100,268.4507908821106,0.4716981132075472,379.7458064516129,159.7648387096774,350,105,50,106
C_04_01,8425,418.3330407142639,0.8059701492537313,140.34516320474776,177.9373293768546,86,109,108,134
C_04_01,666,119.49747359752655,0.4,76.62912912912913,156.8153153153153,66,132,20,50
C_04_01,4491,286.8355669975281,0.78125,35.627477176575375,213.91271431752395,2,164,75,96
C_04_01,5405,361.46298372745514,1.0689655172413792,242.57983348751156,208.20351526364476,199,167,93,87
C_04_01,2676,223.5807340145111,1.263157894736842,346.36210762331837,231.33482810164423,311,203,72,57
C_04_01,4689,275.4802290201187,1.6557377049180328,140.48155256984433,272.5871187886543,89,239,101,61
C_04_01,1347,163.4385987520218,1.0222222222222221,310.0549368968077,269.98218262806233,291,248,46,45
C_04_01,525,133.8406195640564,3.2941176470588234,221.36,258.43809523809523,197,252,56,17
C_04_01,984,139.8822499513626,1.7,228.3607723577236,282.895325203252,205,270,51,30
C_04_01,602,91.84061980247498,1.1923076923076923,51.86544850498339,286.3471760797342,37,274,31,26
C_04_02,5569,366.14927542209625,1.0470588235294118,41.37313700843958,38.52397198778955,0,0,89,85
C_04_02,6118,381.9066345691681,2.274193548387097,164.6542987904544,26.564400130761687,97,0,141,62
C_04_02,1920,193.5391036272049,1.4761904761904763,372.5260416666667,20.5984375,338,0,62,42
C_04_02,1333,141.49747359752655,0.7083333333333334,274.0900225056264,27.655663915978995,258,5,34,48
C_04_02,2221,198.9949471950531,0.7352941176470589,331.18685276902295,75.28635749662314,307,41,50,68
C_04_02,12651,520.617311000824,0.9565217391304348,222.94371986404238,116.72468579558928,162,51,132,138
C_04_02,2202,193.8406194448471,0.5,383.29518619436874,88.37829246139873,364,53,36,72
C_04_02,6470,321.94826459884644,1.1477272727272727,102.3758887171561,99.08176197836167,50,57,101,88
C_04_02,5311,350.97770178318024,0.946236559139785,40.25682545659951,175.66032762191676,0,125,88,93
C_04_02,3919,397.5046133995056,1.554054054054054,337.39959173258484,161.56723653993365,285,133,115,74
C_04_02,5116,316.89444160461426,0.5486725663716814,127.00664581704457,249.83131352619233,99,187,62,113
C_04_02,9201,451.01933228969574,1.3061224489795917,244.13552874687534,257.60156504727746,182,202,128,98
C_04_02,5751,308.93607211112976,0.9222222222222223,361.51782298730654,254.0358198574161,317,210,83,90
C_04_02,1365,195.78174436092377,1.9428571428571428,29.367765567765566,246.3956043956044,0,232,68,35
C_04_02,2221,226.95331728458405,2.2777777777777777,51.51958577217469,284.09950472760016,11,264,82,36
D_02_04,3665,237.58073365688324,1.2419354838709677,36.29740791268758,26.88894952251023,0,0,77,62
D_02_04,3890,414.39191567897797,1.3132530120481927,184.08740359897172,29.075064267352186,142,0,109,83
D_02_04,833,176.16652071475983,0.75,306.093637454982,20.046818727490997,293,0,33,44
D_02_04,3411,233.1370828151703,0.875,366.38727645851657,33.07182644385811,332,0,63,72
D_02_04,1778,192.3086552619934,1.2826086956521738,264.06242969628795,42.02193475815523,233,19,59,46
D_02_04,3399,278.0071392059326,0.5643564356435643,107.99382171226831,83.16475433951162,80,25,57,101
D_02_04,4396,417.9310210943222,0.8613861386138614,294.6992720655141,102.06665150136487,249,52,87,101
D_02_04,511,91.74011421203613,0.8709677419354839,28.97651663405088,84.67318982387475,17,69,27,31
D_02_04,3924,250.1076453924179,0.8518518518518519,211.99311926605503,125.43934760448522,177,85,69,81
D_02_04,1081,206.89444148540497,1.9705882352941178,34.53376503237743,116.07215541165587,0,101,67,34
D_02_04,3436,263.33809304237366,0.5051546391752577,379.22031431897557,157.7127473806752,351,115,49,97
D_02_04,9659,554.6000661849976,0.9615384615384616,283.18376643544883,209.46847499741173,213,139,125,130
D_02_04,9176,578.9848424196243,1.2946428571428572,124.22035745422842,199.1522449869224,47,144,145,112
D_02_04,1099,137.63960897922516,0.7446808510638298,14.726114649681529,179.25932666060055,0,158,35,47
D_02_04,1411,170.22539591789246,0.5714285714285714,14.388377037562012,259.7895109851169,0,232,32,56
D_02_04,2561,223.92387926578522,1.4313725490196079,360.070675517376,277.10347520499806,323,249,73,51
D_02_04,1203,178.02438485622406,0.8888888888888888,78.24438902743142,276.32668329177056,61,255,40,45
D_02_04,1625,219.09545242786407,2.393939393939394,158.74276923076923,284.98215384615384,116,267,79,33
D_02_04,905,132.81118190288544,1.6666666666666667,250.16132596685082,287.44861878453037,229,270,50,30
D_03_03,1655,159.740114569664,1.3333333333333333,22.61450151057402,17.10332326283988,0,0,52,39
D_03_03,945,149.01219248771667,3.25,117.03174603174604,8.366137566137565,82,0,65,20
D_03_03,8015,599.6883783340454,1.096,342.40012476606364,37.23655645664379,263,0,137,125
D_03_03,3257,320.8355675935745,1.7407407407407407,214.6364752840037,29.12588271415413,168,3,94,54
D_03_03,3951,274.20815098285675,1.8,107.82207036193368,57.97291824854467,58,30,99,55
D_03_03,15134,896.465070605278,0.4933920704845815,41.86084313466367,177.9231531650588,0,54,112,227
D_03_03,870,194.65180051326752,1.1956521739130435,196.51954022988505,82.00574712643679,167,62,55,46
D_03_03,824,115.74011421203613,1.3333333333333333,297.1492718446602,100.96480582524272,279,87,40,30
D_03_03,10509,496.0904003381729,0.9694656488549618,169.42297078694452,165.282043962318,111,97,127,131
D_03_03,1788,174.61017167568207,0.8596491228070176,248.501677852349,135.65883668903803,224,107,49,57
D_03_03,16036,853.2934983968735,0.9212121212121213,321.3577575455226,222.993639311549,245,135,152,165
D_03_03,1561,183.9238795042038,1.0192307692307692,110.59513132607303,261.3959000640615,83,235,53,52
D_03_03,3491,236.26702570915222,1.180327868852459,192.5869378401604,270.9229447149814,159,239,72,61
E_01_01,1545,154.46803617477417,0.7692307692307693,67.27313915857606,24.451132686084144,47,0,40,52
E_01_01,4815,313.11983704566956,0.9325842696629213,143.9227414330218,41.14330218068536,105,0,83,89
E_01_01,575,120.95331823825836,0.95,188.44347826086957,16.299130434782608,168,0,38,40
E_01_01,1279,145.29646289348602,1.0232558139534884,376.6731821735731,35.82564503518374,354,12,44,43
E_01_01,15501,938.3889492750168,1.1719745222929936,260.46287336300884,103.80659312302433,172,24,184,157
E_01_01,1096,160.95331692695618,0.5636363636363636,14.663321167883211,71.32025547445255,0,41,31,55
E_01_01,17125,783.4528790712357,0.6330275229357798,113.8294306569343,183.77261313868613,38,71,138,218
E_01_01,503,90.18376541137695,1.16,382.0258449304175,86.22266401590457,369,76,29,25
E_01_01,741,123.05382239818573,0.7857142857142857,52.29554655870445,153.94197031039135,38,131,33,42
E_01_01,4455,308.73506104946136,0.7291666666666666,368.49360269360267,186.4300785634119,330,143,70,96
E_01_01,6607,512.457930803299,0.8455284552845529,222.28848191312244,232.15710609959135,179,175,104,123
E_01_01,1403,246.35028517246246,0.7536231884057971,285.51888809693514,253.44262295081967,258,217,52,69
E_01_01,971,154.26702535152435,1.0212765957446808,369.918640576725,246.42121524201855,348,220,48,47
E_01_01,1025,122.42640614509583,1.2903225806451613,86.09560975609756,279.0526829268293,66,265,40,31
E_01_01,2013,248.02438497543335,2.9705882352941178,333.16641828117235,287.44908097367113,290,266,101,34
E_02_01,5753,322.5929265022278,1.0941176470588236,41.86146358421693,42.917434382061536,0,0,93,85
E_02_01,2263,192.26702558994293,1.3061224489795917,184.77551922227133,20.75784357048166,153,0,64,49
E_02_01,675,108.66904628276825,1.75,233.49037037037036,9.362962962962962,215,0,42,24
E_02_01,2038,202.8528116941452,1.5869565217391304,331.72865554465164,16.77036310107949,294,0,73,46
E_02_01,27106,1425.9108091592789,0.6541095890410958,105.79546963771858,170.2682431933889,0,8,191,292
E_02_01,15825,630.0142792463303,0.9166666666666666,258.2614849921011,118.27614533965244,194,40,143,156
E_02_01,2142,191.63960886001587,0.7540983606557377,377.015406162465,91.86974789915966,354,61,46,61
E_02_01,746,229.72286891937256,1.0925925925925926,32.024128686327074,108.63270777479893,10,88,59,54
E_02_01,1156,138.32590067386627,0.6078431372549019,384.6167820069204,154.39878892733563,369,133,31,51
E_02_01,3408,257.3208487033844,0.8674698795180723,325.0369718309859,209.29636150234742,290,171,72,83
E_02_01,8061,408.57568180561066,1.4597701149425288,230.4756233717901,252.40131497332837,166,211,127,87
E_02_01,2957,234.16652059555054,1.0476190476190477,368.5265471761921,270.91241122759556,334,237,66,63
E_02_01,582,119.39696860313416,0.8918918918918919,308.9965635738832,286.9776632302405,293,263,33,37
E_03_02,1804,193.63960909843445,1.4390243902439024,63.62694013303769,18.483924611973393,37,0,59,41
E_03_02,834,121.49747383594513,1.4137931034482758,117.65467625899281,10.875299760191847,100,0,41,29
E_03_02,561,137.63960933685303,2.736842105263158,257.03921568627453,8.114081996434937,231,0,52,19
E_03_02,15583,736.281306385994,1.2432432432432432,309.5012513636655,62.14477315022781,216,0,184,148
E_03_02,1325,143.53910374641418,1.0731707317073171,183.61056603773585,40.94792452830189,163,22,44,41
E_03_02,6683,328.0660148859024,0.8163265306122449,36.68562023043543,101.89645368846327,0,54,80,98
E_03_02,5159,354.2914105653763,0.826530612244898,130.33242876526458,105.61329715061058,97,62,81,98
E_03_02,747,147.92387998104095,0.75,171.57295850066933,123.20615796519411,152,98,39,52
E_03_02,6842,366.8183217048645,0.8407079646017699,226.86334405144694,166.837182110494,180,109,95,113
E_03_02,2344,204.1665198802948,1.0172413793103448,373.87030716723547,145.240614334471,341,119,59,58
E_03_02,3751,496.07315504550934,1.2151898734177216,52.07891229005598,190.53132498000534,2,156,96,79
E_03_02,1723,186.16652035713196,1.0,309.90713871154963,184.09576320371445,285,159,51,51
E_03_02,756,195.09545290470123,1.4736842105263157,122.5079365079365,181.23677248677248,105,164,56,38
E_03_02,8530,638.943212389946,1.0869565217391304,145.42919109026963,246.34888628370456,84,183,125,115
E_03_02,1309,242.20815014839172,1.309090909090909,369.3598166539343,238.53475935828877,328,205,72,55
E_03_02,3187,234.79393637180328,1.2222222222222223,279.85786005647947,271.61719485409475,245,237,77,63
E_03_02,2397,238.6518017053604,1.32,30.54609929078014,268.741343345849,0,245,66,50
F_02_02,19205,1399.3838970661163,1.1058201058201058,135.00531111689665,67.8355115855246,37,0,209,189
F_02_02,9849,891.4356333017349,1.1258741258741258,310.7981520966596,74.3681592039801,235,7,161,143
F_02_02,788,236.30865597724915,0.7017543859649122,14.486040609137056,63.307106598984774,0,33,40,57
F_02_02,5427,396.3330408334732,0.5365853658536586,46.44905104109084,151.32706836189422,16,87,66,123
F_02_02,2535,285.03657722473145,0.4444444444444444,372.36686390532543,139.13570019723866,355,93,44,99
F_02_02,14744,1166.9574905633926,1.0982658959537572,247.90491047205643,201.32392837764513,164,120,190,173
F_02_02,8997,458.33304047584534,1.212962962962963,102.20351228187174,250.61742803156608,32,192,131,108
F_02_02,620,142.08326017856598,0.3103448275862069,6.598387096774194,234.76129032258063,0,211,18,58
F_02_02,2890,274.00713980197906,0.6551724137931034,375.4204152249135,257.1259515570934,343,210,57,87
F_02_02,761,141.15432786941528,0.5185185185185185,33.726675427069644,237.21156373193168,21,216,28,54
F_02_02,1677,207.92387998104095,1.3695652173913044,170.799045915325,279.1508646392367,138,253,63,46
F_02_02,1081,174.46803641319275,1.878787878787879,308.0832562442183,283.75578168362625,280,267,62,33
F_02_02,549,92.7695517539978,0.71875,220.89253187613843,284.8196721311475,211,268,23,32
F_04_01,4254,364.0487698316574,1.1688311688311688,152.10272684532205,38.873765867418896,113,0,90,77
F_04_01,3402,233.982754945755,1.3272727272727274,271.8847736625514,26.301293356848912,235,0,73,55
F_04_01,4336,267.27921867370605,1.0945945945945945,55.546356088560884,59.37592250922509,14,20,81,74
