image,area,perimeter,aspect_ratio,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h
6-250x_segmented.png,1400,190.22539567947388,3.2,689.625,9.346428571428572,652,0,80,25
6-250x_segmented.png,17633,819.8620384931564,0.8785046728971962,747.5295752282652,98.1282821981512,666,0,188,214
6-250x_segmented.png,1227,166.81118202209473,2.5,902.080684596577,9.866340668296658,872,0,65,26
6-250x_segmented.png,1012,135.19595885276794,0.7727272727272727,1086.9130434782608,27.81225296442688,1071,7,34,44
6-250x_segmented.png,1025,167.9238795042038,0.6111111111111112,1042.3326829268292,39.57951219512195,1024,13,33,54
6-250x_segmented.png,6040,439.96550929546356,0.21025641025641026,1262.4569536423842,108.95612582781457,1239,18,41,195
6-250x_segmented.png,2496,301.5634888410568,2.6744186046511627,1167.2139423076924,44.092948717948715,1114,25,115,43
6-250x_segmented.png,3334,316.8771971464157,1.9137931034482758,609.5281943611278,55.19346130773845,554,26,111,58
6-250x_segmented.png,1554,203.3797229528427,1.4583333333333333,311.9839124839125,48.450450450450454,275,28,70,48
6-250x_segmented.png,1321,157.4385986328125,1.0,209.08099924299773,52.81983345950038,187,31,46,46
6-250x_segmented.png,3082,248.24978041648865,0.9324324324324325,274.81894873458793,88.36372485399092,245,48,69,74
6-250x_segmented.png,557,107.39696848392487,1.3214285714285714,530.967684021544,66.0359066427289,513,52,37,28
6-250x_segmented.png,2145,199.6812390089035,0.49333333333333335,1207.7794871794872,91.11794871794872,1189,56,37,75
6-250x_segmented.png,1208,172.16652011871338,0.8297872340425532,885.6225165562914,83.62417218543047,869,60,39,47
6-250x_segmented.png,534,89.25483310222626,0.9285714285714286,932.2247191011236,83.26779026217228,919,70,26,28
6-250x_segmented.png,1918,223.96550941467285,0.5176470588235295,1147.5698644421273,127.28310740354536,1129,81,44,85
6-250x_segmented.png,3193,344.57568085193634,1.2222222222222223,973.0833072345756,125.07860945818979,913,82,99,81
6-250x_segmented.png,993,135.39696836471558,0.6170212765957447,564.6656596173212,127.067472306143,552,105,29,47
6-250x_segmented.png,2521,260.0071394443512,0.6022727272727273,482.5061483538278,154.71320904403015,460,107,53,88
6-250x_segmented.png,8455,430.80107820034027,1.0695652173913044,1029.1841513897102,172.8288586635127,965,106,123,115
6-250x_segmented.png,7235,465.5706286430359,1.1219512195121952,369.21022805805114,167.34305459571527,297,113,138,123
6-250x_segmented.png,4890,368.8183219432831,0.7583333333333333,286.8327198364008,170.75419222903886,245,117,91,120
6-250x_segmented.png,984,138.95331752300262,1.2352941176470589,222.3780487804878,143.8617886178862,200,129,42,34
6-250x_segmented.png,3825,339.1614679098129,0.968421052631579,1125.2792156862745,183.5607843137255,1082,134,92,95
6-250x_segmented.png,1934,187.33809351921082,1.2916666666666667,43.6153050672182,167.50930713547052,12,146,62,48
6-250x_segmented.png,7610,488.8427070379257,1.8072289156626506,590.0207621550592,190.93797634691197,510,146,150,83
6-250x_segmented.png,8379,675.9381601810455,1.900990099009901,799.0836615347894,230.36054421768708,704,167,192,101
6-250x_segmented.png,558,108.2253954410553,1.0344827586206897,174.23297491039426,194.80107526881721,159,180,30,29
6-250x_segmented.png,1057,136.95331716537476,0.8085106382978723,912.3405865657521,214.6934720908231,894,193,38,47
6-250x_segmented.png,3301,252.35028541088104,0.8904109589041096,470.83701908512575,236.85368070281731,439,201,65,73
6-250x_segmented.png,1569,234.69343090057373,0.6666666666666666,65.39706819630338,241.64117272147865,43,205,48,72
6-250x_segmented.png,551,102.56854128837585,1.0666666666666667,230.28493647912885,217.93284936479128,213,204,32,30
6-250x_segmented.png,1061,133.25483310222626,0.9459459459459459,15.736098020735156,242.45240339302543,0,223,35,37
6-250x_segmented.png,4694,457.04371666908264,0.4966887417218543,241.2959096719216,298.1425223689817,201,225,75,151
6-250x_segmented.png,913,178.1665197610855,2.4814814814814814,1031.6462212486308,239.7316538882804,1000,226,67,27
6-250x_segmented.png,1702,189.2375875711441,1.8461538461538463,1219.4383078730905,251.73443008225618,1187,232,72,39
6-250x_segmented.png,1400,247.52185809612274,1.8478260869565217,1122.3664285714285,257.05642857142857,1079,240,85,46
6-250x_segmented.png,1161,162.50966608524323,1.1363636363636365,903.7433247200689,278.3979328165375,878,257,50,44
6-250x_segmented.png,4147,346.4751764535904,1.7647058823529411,1004.9011333494092,288.435736677116,950,257,120,68
6-250x_segmented.png,7082,438.3574267625809,2.1818181818181817,141.65475854278452,298.09093476419093,59,261,168,77
6-250x_segmented.png,4943,355.9066346883774,0.8679245283018868,1247.839975723245,322.650414727898,1188,266,92,106
6-250x_segmented.png,2228,241.17871272563934,0.96875,1119.923698384201,302.19928186714543,1091,274,62,64
6-250x_segmented.png,853,127.29646277427673,1.6071428571428572,351.22391559202816,331.97420867526375,329,319,45,28
6-250x_segmented.png,4142,341.64674866199493,1.5774647887323943,589.082085948817,371.3737324963786,537,335,112,71
6-250x_segmented.png,3871,302.1909044981003,0.7613636363636364,420.07956600361666,385.3469387755102,382,338,67,88
6-250x_segmented.png,1654,213.13708245754242,0.6805555555555556,286.1142684401451,377.80471584038696,264,340,49,72
6-250x_segmented.png,666,105.39696800708771,1.206896551724138,1018.1351351351351,353.5135135135135,1001,340,35,29
6-250x_segmented.png,1108,185.237588763237,2.8076923076923075,180.53429602888087,354.47833935018053,144,342,73,26
6-250x_segmented.png,1706,188.85281193256378,0.4794520547945205,1164.8411488862837,376.09378663540446,1147,344,35,73
6-250x_segmented.png,2816,224.9949471950531,0.9230769230769231,26.200994318181817,377.63671875,0,347,60,65
6-250x_segmented.png,1185,144.61017107963562,0.6153846153846154,778.3873417721519,389.98396624472576,763,364,32,52
6-250x_segmented.png,5225,391.78888392448425,1.6133333333333333,163.01282296650717,404.69282296650715,110,368,121,75
6-250x_segmented.png,14594,620.2396750450134,0.9395973154362416,1065.7867616828835,460.1802110456352,992,384,140,149
6-250x_segmented.png,1202,143.63960897922516,0.9285714285714286,1262.1272878535774,406.13311148086524,1241,385,39,42
6-250x_segmented.png,1108,143.1959582567215,0.8837209302325582,733.4223826714801,410.37906137184115,716,389,38,43
6-250x_segmented.png,1965,305.1198375225067,0.5555555555555556,675.0575063613231,450.59592875318066,647,396,55,99
6-250x_segmented.png,1246,159.58073353767395,1.6470588235294117,512.5850722311396,427.9582664526485,487,412,56,34
6-250x_segmented.png,640,115.98275470733643,0.5952380952380952,832.9046875,432.5453125,819,414,25,42
6-250x_segmented.png,860,114.91168701648712,0.725,898.893023255814,433.5732558139535,886,414,29,40
6-250x_segmented.png,962,128.36753058433533,1.0,1203.0675675675675,435.45738045738045,1184,415,40,40
6-250x_segmented.png,4993,342.96045684814453,0.6695652173913044,382.28780292409374,470.026236731424,345,416,77,115
6-250x_segmented.png,567,135.4385985136032,1.0769230769230769,939.3298059964727,449.4850088183421,920,430,42,39
6-250x_segmented.png,3378,305.9066343307495,1.2608695652173914,1243.038188277087,472.0793368857312,1193,435,87,69
6-250x_segmented.png,1143,155.33809304237366,1.2564102564102564,572.9833770778653,465.1076115485564,550,446,49,39
6-250x_segmented.png,1764,202.26702558994293,0.75,16.471655328798185,481.47392290249434,0,452,45,60
6-250x_segmented.png,1333,224.93607187271118,1.4545454545454546,736.6106526631658,476.9894973743436,706,453,64,44
6-250x_segmented.png,1175,150.75230646133423,1.186046511627907,302.08,483.7591489361702,276,463,51,43
6-250x_segmented.png,517,106.81118178367615,0.7567567567567568,893.9941972920697,493.642166344294,883,477,28,37
6-250x_segmented.png,892,127.29646289348602,1.2258064516129032,225.84417040358744,495.5706278026906,206,481,38,31
6-250x_segmented.png,2471,285.362478017807,1.6440677966101696,71.33832456495347,518.1258599757183,21,490,97,59
6-250x_segmented.png,1602,180.16652083396912,0.5757575757575758,268.1111111111111,524.9207240948814,250,495,38,66
6-250x_segmented.png,8601,464.70057129859924,1.4536082474226804,527.7403790256947,550.8786187652598,462,502,141,97
6-250x_segmented.png,1976,206.55129599571228,0.864406779661017,1246.3820850202428,535.8314777327935,1222,507,51,59
6-250x_segmented.png,5798,468.55843579769135,1.2156862745098038,133.03501207312866,555.6015867540531,74,508,124,102
6-250x_segmented.png,2199,205.9655089378357,1.0925925925925926,322.3638017280582,546.5525238744884,295,520,59,54
6-250x_segmented.png,1238,169.58073353767395,0.5666666666666667,1182.9281098546041,557.4636510500808,1165,525,34,60
6-250x_segmented.png,4905,396.7594470977783,1.3793103448275863,928.0809378185525,571.1131498470947,864,528,120,87
6-250x_segmented.png,1375,207.52185821533203,1.4666666666666666,665.7890909090909,558.2152727272727,632,539,66,45
6-250x_segmented.png,1934,171.6812391281128,0.9433962264150944,388.4131334022751,567.7766287487074,364,541,50,53
6-250x_segmented.png,597,98.32590079307556,1.48,1103.0150753768844,551.0201005025126,1086,540,37,25
6-250x_segmented.png,1966,278.04876947402954,1.679245283018868,746.6144455747711,571.2085452695829,702,543,89,53
6-250x_segmented.png,2720,324.43354523181915,0.8901098901098901,45.42095588235294,590.635294117647,0,551,81,91
6-250x_segmented.png,643,104.32590079307556,1.44,1014.1835147744946,563.7340590979783,998,552,36,25
6-250x_segmented.png,5951,363.9898946285248,1.3780487804878048,838.2431524113595,599.0803226348513,778,557,113,82
6-250x_segmented.png,1392,169.58073365688324,0.8823529411764706,1131.3297413793102,584.6968390804598,1106,560,45,51
6-250x_segmented.png,930,148.3675308227539,0.5714285714285714,255.5204301075269,594.7645161290322,238,569,32,56
6-250x_segmented.png,548,110.66904664039612,0.37777777777777777,291.3138686131387,599.8978102189781,283,578,17,45
6-250x_segmented.png,677,104.81118190288544,0.9411764705882353,648.711964549483,597.8966026587888,633,581,32,34
6-250x_segmented.png,890,141.63960874080658,0.58,14.523595505617978,620.1494382022472,0,594,29,50
6-250x_segmented.png,1037,150.02438497543335,1.59375,580.3789778206365,622.3539054966249,556,607,51,32
6-250x_segmented.png,514,92.66904652118683,1.3478260869565217,163.23346303501947,626.84046692607,148,616,31,23
6-250x_segmented.png,2367,301.4629828929901,1.5294117647058822,815.2315166877904,651.800168990283,760,617,104,68
6-250x_segmented.png,501,110.42640590667725,0.5384615384615384,1269.9081836327346,635.2355289421158,1259,617,21,39
6-250x_segmented.png,798,113.39696824550629,1.21875,710.5964912280701,640.5451127819549,690,625,39,32
6-250x_segmented.png,2551,260.73506247997284,2.372093023255814,1063.437083496668,641.7934143473148,1007,624,102,43
6-250x_segmented.png,3219,277.3208485841751,1.265625,1156.510717614166,660.1907424666045,1123,626,81,64
6-250x_segmented.png,1470,195.7228685617447,1.9444444444444444,492.2925170068027,649.5380952380953,456,634,70,36
6-250x_segmented.png,801,145.4385987520218,2.3333333333333335,289.79525593008736,651.1822721598003,264,641,56,24
6-250x_segmented.png,3904,290.7766922712326,1.5873015873015872,678.5430327868852,681.5261270491803,631,645,100,63
6-250x_segmented.png,1506,185.1543276309967,0.36486486486486486,10.760956175298805,682.055112881806,0,649,27,74
6-250x_segmented.png,834,135.43859803676605,1.3225806451612903,176.8872901678657,672.0887290167866,157,659,41,31
6-250x_segmented.png,789,142.02438521385193,2.391304347826087,94.2382762991128,691.5411913814955,66,680,55,23
6-250x_segmented.png,4523,430.07315492630005,1.7125,223.63541896971037,734.606455892107,156,691,137,80
6-250x_segmented.png,554,101.396968126297,1.1538461538461537,148.75451263537906,703.586642599278,134,692,30,26
6-250x_segmented.png,5036,334.5756813287735,1.935483870967742,431.84471803018266,729.1463463065925,368,696,120,62
6-250x_segmented.png,592,91.25483298301697,1.0357142857142858,936.4222972972973,709.2652027027027,923,696,29,28
6-250x_segmented.png,1979,239.72286939620972,3.0,780.8549772612431,733.277918140475,739,718,96,32
6-250x_segmented.png,1512,252.2081505060196,0.2857142857142857,714.2870370370371,771.4431216931217,702,723,28,98
6-250x_segmented.png,1147,133.53910398483276,1.2162162162162162,532.8831734960767,745.3190932868353,510,727,45,37
6-250x_segmented.png,631,123.88224923610687,0.4782608695652174,656.2995245641838,752.8969889064977,645,730,22,46
6-250x_segmented.png,642,106.81118178367615,0.6756756756756757,1162.6806853582555,749.4922118380063,1151,731,25,37
6-250x_segmented.png,700,130.42640626430511,0.36363636363636365,1272.2514285714285,760.8871428571429,1260,733,20,55
6-250x_segmented.png,664,144.95331704616547,0.8974358974358975,60.58283132530121,768.164156626506,42,750,35,39
6-250x_segmented.png,6813,556.9848415851593,3.7818181818181817,902.8689270512256,785.3741376779686,806,757,208,55
6-250x_segmented.png,1676,177.23758828639984,1.5238095238095237,246.11992840095465,784.7661097852028,214,766,64,42
6-250x_segmented.png,4940,342.00713980197906,0.8602150537634409,1227.644939271255,847.8661943319838,1186,793,80,93
6-250x_segmented.png,5689,471.20309841632843,1.7790697674418605,259.93795043065563,851.5700474600105,181,800,153,86
6-250x_segmented.png,724,115.98275446891785,1.3333333333333333,93.5842541436464,820.9157458563536,76,808,36,27
6-250x_segmented.png,1915,190.30865490436554,0.873015873015873,150.0135770234987,844.9310704960835,125,813,55,63
6-250x_segmented.png,973,198.551295876503,0.873015873015873,1090.0513874614594,842.7410071942446,1065,812,55,63
6-250x_segmented.png,5012,328.8355669975281,1.3472222222222223,381.11512370311254,855.987629688747,334,814,97,72
6-250x_segmented.png,1920,220.79393661022186,1.6888888888888889,688.2125,846.79375,651,821,76,45
6-250x_segmented.png,7764,530.1564141511917,3.0,857.4153786707883,849.4699896960329,768,822,192,64
6-250x_segmented.png,836,132.02438580989838,0.9534883720930233,1049.677033492823,845.6267942583733,1031,823,41,43
6-250x_segmented.png,937,140.81118190288544,1.1764705882352942,464.4578441835646,871.3831376734258,445,852,40,34
6-250x_segmented.png,1090,160.46803653240204,2.066666666666667,761.154128440367,874.3201834862385,735,856,62,30
6_segmented.png,1890,205.58073365688324,0.6266666666666667,102.03809523809524,35.870899470899474,78,0,47,75
6_segmented.png,22486,1064.3717061281204,1.0,395.89393400337985,110.4715378457707,276,0,226,226
6_segmented.png,5260,439.32084822654724,1.948051948051948,594.4777566539924,21.32490494296578,503,0,150,77
6_segmented.png,4810,484.90158212184906,1.425,746.8243243243244,39.04428274428275,693,0,114,80
6_segmented.png,2140,204.9949470758438,1.2040816326530612,916.5593457943925,23.002336448598133,888,0,59,49
6_segmented.png,25954,860.690465092659,1.3138297872340425,1171.571395545966,87.59474454804655,1033,0,247,188
6_segmented.png,839,118.28427028656006,0.9411764705882353,1266.0274135876043,13.70321811680572,1248,0,32,34
6_segmented.png,1635,222.20815062522888,0.5853658536585366,46.49296636085627,47.611009174311924,22,6,48,82
6_segmented.png,951,137.2964632511139,0.5882352941176471,670.2786540483702,53.056782334384856,655,26,30,51
6_segmented.png,7203,500.2569212913513,0.8074074074074075,860.079133694294,112.69012911286964,816,37,109,135
6_segmented.png,1861,245.07820773124695,0.7831325301204819,245.7238044062332,74.27512090274047,212,39,65,83
6_segmented.png,2864,278.14927566051483,0.948051948051948,562.7636173184358,93.60055865921788,531,50,73,77
6_segmented.png,833,128.46803605556488,2.130434782608696,178.8703481392557,63.513805522208884,155,53,49,23
6_segmented.png,1356,175.13708317279816,0.6833333333333333,77.69321533923303,94.29203539823008,58,63,41,60
6_segmented.png,4333,492.15641498565674,1.2063492063492063,171.74890376182782,148.61343180244634,103,90,152,126
6_segmented.png,1753,231.52185809612274,0.967741935483871,215.58642327438676,126.59498003422704,188,93,60,62
6_segmented.png,734,136.02438533306122,0.6862745098039216,660.2820163487738,118.30926430517711,643,94,35,51
6_segmented.png,1281,178.55129611492157,1.2926829268292683,1005.4020296643248,115.65964090554255,980,95,53,41
6_segmented.png,2194,243.9655100107193,0.6125,781.1659070191431,145.56244302643574,759,106,49,80
6_segmented.png,7601,436.6589415073395,0.967741935483871,724.3516642547033,176.52348375213788,670,113,120,124
6_segmented.png,2139,214.69343173503876,0.8382352941176471,523.3155680224404,144.68910705937353,493,114,57,68
6_segmented.png,8668,415.58787298202515,0.8650793650793651,1107.0445316105215,186.710083064144,1057,114,109,126
6_segmented.png,15417,748.2224305868149,1.2949640287769784,81.71537912693779,193.03723162742426,0,122,180,139
6_segmented.png,1832,243.96550977230072,1.8478260869565217,974.0884279475982,183.52729257641923,932,161,85,46
6_segmented.png,3507,304.77669179439545,1.2533333333333334,349.3686911890505,217.65069860279442,310,176,94,75
6_segmented.png,1372,207.137082695961,0.4594594594594595,891.1610787172011,220.77769679300292,875,178,34,74
6_segmented.png,16954,743.6955184936523,0.4560669456066946,1204.2302111596084,308.41765954936886,1154,187,109,239
6_segmented.png,566,93.8406194448471,1.5,1024.1890459363958,203.23321554770317,1008,193,33,22
6_segmented.png,971,122.8111822605133,0.8717948717948718,579.2306900102986,227.12255406797115,563,210,34,39
6_segmented.png,2752,324.4335457086563,1.5507246376811594,1020.2536337209302,254.57231104651163,970,217,107,69
6_segmented.png,524,111.39696848392487,1.8333333333333333,243.43129770992365,230.05725190839695,222,218,44,24
6_segmented.png,2894,302.5340507030487,0.5851063829787234,695.4820317899101,267.70870767104356,668,224,55,94
6_segmented.png,643,112.3259003162384,1.03125,13.146189735614309,244.19440124416795,0,227,33,32
6_segmented.png,34289,920.8742327690125,0.5261437908496732,497.7130566654029,387.9997375251538,422,228,161,306
6_segmented.png,535,96.32590079307556,1.4166666666666667,147.2392523364486,257.53831775700934,132,247,34,24
6_segmented.png,4430,303.46298384666443,1.1923076923076923,777.7690744920993,290.806546275395,729,253,93,78
6_segmented.png,5620,361.0609618425369,0.6949152542372882,989.9731316725979,318.83220640569397,952,255,82,118
6_segmented.png,1275,174.16652047634125,2.0625,394.043137254902,272.6156862745098,361,257,66,32
6_segmented.png,633,115.29646301269531,1.0285714285714285,335.9620853080569,282.2132701421801,318,266,36,35
6_segmented.png,3891,286.2497806549072,0.6526315789473685,1104.2104857363145,329.39501413518377,1072,285,62,95
6_segmented.png,958,157.58073329925537,1.25,904.5313152400835,324.115866388309,878,307,50,40
6_segmented.png,1885,255.03657722473145,0.4157303370786517,1259.9167108753315,359.41114058355436,1243,318,37,89
6_segmented.png,8368,552.8843364715576,0.7371794871794872,366.3864722753346,393.3036567877629,306,321,115,156
6_segmented.png,3211,264.1492749452591,1.0263157894736843,106.73559638741825,369.2229834942386,73,328,78,76
6_segmented.png,2050,227.0365775823593,1.1754385964912282,167.16634146341462,357.60146341463417,132,331,67,57
6_segmented.png,4836,539.6711342334747,1.9066666666666667,767.6191066997519,377.37158808933003,693,339,143,75
6_segmented.png,1111,187.8233745098114,1.7647058823529411,634.1764176417641,361.6903690369037,605,345,60,34
6_segmented.png,5611,454.43354547023773,0.4927536231884058,28.649795045446446,409.80787738371055,0,350,68,138
6_segmented.png,1350,185.72286927700043,0.8387096774193549,946.0555555555555,381.6666666666667,920,355,52,62
6_segmented.png,573,94.91168713569641,0.78125,1056.631762652705,380.979057591623,1045,366,25,32
6_segmented.png,3429,293.66399335861206,0.43859649122807015,637.424613589968,436.7976086322543,611,383,50,114
6_segmented.png,720,115.396968126297,0.6190476190476191,868.3097222222223,403.6,855,382,26,42
6_segmented.png,3428,389.68837904930115,0.4715447154471545,937.281796966161,441.8042590431739,910,382,58,123
6_segmented.png,3637,315.5046149492264,1.4594594594594594,791.381358262304,446.10173219686556,735,410,108,74
6_segmented.png,2155,262.49242079257965,1.6923076923076923,127.10858468677495,431.8366589327146,79,412,88,52
6_segmented.png,517,89.25483310222626,1.0769230769230769,322.2437137330754,449.9825918762089,308,437,28,26
6_segmented.png,598,96.42640566825867,0.9,1268.1003344481605,451.7675585284281,1253,437,27,30
6_segmented.png,2599,252.24978029727936,1.1774193548387097,174.73951519815313,477.9911504424779,136,443,73,62
6_segmented.png,3440,319.2203425168991,0.4636363636363636,688.6779069767442,504.0040697674419,664,447,51,110
6_segmented.png,2187,249.0365777015686,0.7,268.89666209419295,500.7768632830361,235,451,56,80
6_segmented.png,5419,406.9604569673538,0.5263157894736842,1019.0075659715815,519.0226979147444,981,451,70,133
6_segmented.png,7450,427.4873684644699,0.8461538461538461,339.4606711409396,527.5910067114094,296,464,99,117
6_segmented.png,754,114.91168713569641,0.5454545454545454,758.5411140583554,485.4098143236074,748,465,24,44
6_segmented.png,3291,271.5634877681732,0.8426966292134831,904.9340625949559,514.1321786690976,870,471,75,89
6_segmented.png,1653,244.93607211112976,0.6805555555555556,1216.2286751361162,510.7174833635814,1192,474,49,72
6_segmented.png,558,106.46803665161133,1.5,389.7741935483871,490.77777777777777,370,479,39,26
6_segmented.png,4517,311.9482641220093,0.5675675675675675,1089.123090546823,539.1020588886429,1057,478,63,111
6_segmented.png,2980,387.5878735780716,1.2765957446808511,867.0174496644295,543.4147651006712,811,497,120,94
6_segmented.png,8108,534.2152901887894,0.6184971098265896,1232.2041193882585,603.168105574741,1173,505,107,173
6_segmented.png,667,110.56854152679443,0.875,580.7331334332833,522.1709145427286,567,508,28,32
6_segmented.png,1638,183.4385986328125,0.7288135593220338,16.085470085470085,551.1831501831501,0,520,43,59
6_segmented.png,3415,329.7472541332245,2.3773584905660377,793.1159590043924,562.1906295754027,731,536,126,53
6_segmented.png,770,120.12489116191864,0.918918918918919,1153.9857142857143,557.1805194805195,1139,537,34,37
6_segmented.png,3932,385.2030985355377,2.0,155.8563072227874,572.5836724313326,100,540,130,65
6_segmented.png,8430,490.65894067287445,0.84,534.0933570581258,600.4728351126928,476,540,105,125
6_segmented.png,1167,140.50966596603394,1.15,410.9400171379606,577.860325621251,389,556,46,40
6_segmented.png,3256,256.0071395635605,0.7875,615.4054054054054,597.4173832923833,583,563,63,80
6_segmented.png,1430,217.27921843528748,1.5625,38.244055944055944,598.1160839160839,0,571,75,48
6_segmented.png,1018,153.88224971294403,2.5833333333333335,726.3948919449901,590.2878192534381,697,581,62,24
6_segmented.png,2183,233.0365765094757,0.5581395348837209,1142.3037104901512,629.6862116353642,1118,588,48,86
6_segmented.png,507,103.982754945755,1.95,1051.7633136094676,604.6015779092702,1034,596,39,20
6_segmented.png,5042,443.7888832092285,0.52,82.31098770329234,682.2725109083697,35,598,78,150
6_segmented.png,6586,560.683326125145,0.49707602339181284,202.49908897661706,697.2354995444883,161,611,85,171
6_segmented.png,10800,504.7005716562271,1.934782608695652,805.0053703703703,655.1205555555556,723,612,178,92
6_segmented.png,1059,130.225395321846,0.7857142857142857,139.46458923512748,635.6241737488197,122,615,33,42
6_segmented.png,1975,252.35028529167175,1.0677966101694916,672.2951898734177,646.9503797468354,643,616,63,59
6_segmented.png,5716,489.0853478908539,1.6790123456790123,988.5166200139957,662.881210636809,921,624,136,81
6_segmented.png,2396,267.82337403297424,0.4742268041237113,16.178631051752923,678.0146076794658,0,641,46,97
6_segmented.png,1253,165.09545242786407,0.8076923076923077,1120.6137270550678,691.5315243415802,1102,664,42,52
6_segmented.png,1345,158.50966572761536,0.7547169811320755,486.16951672862456,695.7479553903346,469,669,40,53
6_segmented.png,723,107.15432810783386,1.2857142857142858,547.6486860304287,699.0318118948825,530,686,36,28
6_segmented.png,1020,155.58073341846466,1.6111111111111112,310.9980392156863,707.0578431372548,281,689,58,36
6_segmented.png,7579,424.75944685935974,1.3333333333333333,1198.7720015833224,747.9389101464573,1140,695,128,96
6_segmented.png,15828,641.854899764061,1.7652173913043478,856.60386656558,765.2856962345211,758,704,203,115
6_segmented.png,517,96.81118190288544,0.8125,676.1818181818181,727.5705996131528,663,713,26,32
6_segmented.png,692,117.63960862159729,0.9444444444444444,108.40606936416185,759.7890173410404,91,739,34,36
6_segmented.png,684,132.1248903274536,1.5,592.1535087719299,751.1769005847954,571,740,42,28
6_segmented.png,2105,287.22034299373627,2.340909090909091,390.81330166270783,769.2365795724465,343,752,103,44
6_segmented.png,8776,458.5168058872223,0.937984496124031,567.296034639927,823.0288286235187,519,756,121,129
6_segmented.png,3791,377.7888844013214,0.6272727272727273,1003.3648113954101,809.2896333421261,968,760,69,110
6_segmented.png,701,118.71067643165588,0.8048780487804879,301.29243937232525,783.8159771754637,284,762,33,41
6_segmented.png,554,104.7695517539978,0.4864864864864865,7.868231046931408,787.4115523465704,0,770,18,37
6_segmented.png,1408,201.2375876903534,0.6,487.05752840909093,803.6186079545455,472,775,39,65
6_segmented.png,8517,417.7888835668564,1.19,1115.5902313021018,839.2558412586592,1057,785,119,100
6_segmented.png,900,156.5096664428711,2.772727272727273,154.11,799.54,124,789,61,22
6_segmented.png,6193,457.14422273635864,2.8135593220338984,104.41950589375101,835.1750363313419,27,805,166,59
6_segmented.png,1446,213.37972331047058,1.375,952.508990318119,825.4446749654219,918,806,66,48
6_segmented.png,5408,437.94826436042786,1.7972972972972974,744.8822115384615,857.3622411242603,689,811,133,74
6_segmented.png,631,107.05382215976715,0.7435897435897436,325.82725832012676,835.4374009508716,313,817,29,39
6_segmented.png,2782,270.73506104946136,1.5084745762711864,240.27570093457945,849.3691588785047,196,821,89,59
6_segmented.png,913,132.26702558994293,1.075,1215.5202628696604,842.7031763417306,1193,825,43,40
6_segmented.png,1982,228.75230658054352,1.1228070175438596,635.8092835519677,861.5216952573159,598,828,64,57
6_segmented.png,3349,287.6812391281128,2.95,432.1603463720514,868.6043595103016,373,845,118,40
6_segmented.png,1397,205.25483298301697,2.962962962962963,33.82032927702219,875.1918396564066,0,858,80,27
7-500x_segmented.png,3740,395.2792181968689,2.3518518518518516,46.6572192513369,17.473529411764705,0,0,127,54
7-500x_segmented.png,19079,1071.2833927869797,0.7215189873417721,200.33827768750982,115.95885528591646,106,0,171,237
7-500x_segmented.png,877,158.85281229019165,1.0232558139534884,583.7058152793614,20.46522234891676,564,0,44,43
7-500x_segmented.png,605,116.4264063835144,2.526315789473684,694.595041322314,6.64297520661157,669,0,48,19
7-500x_segmented.png,933,159.78174448013306,1.0454545454545454,926.0568060021436,17.663451232583064,905,0,46,44
7-500x_segmented.png,613,128.91168761253357,2.8333333333333335,1112.0815660685155,6.182707993474715,1085,0,51,18
7-500x_segmented.png,952,139.6396095752716,1.4545454545454546,1202.55987394958,15.198529411764707,1180,0,48,33
7-500x_segmented.png,19155,1044.3544600009918,1.6687898089171975,535.119133385539,86.97911772383189,418,5,262,157
7-500x_segmented.png,6744,752.4061950445175,1.3935483870967742,1173.1433867141163,93.56568801897983,1064,12,216,155
7-500x_segmented.png,951,189.48022782802582,1.22,1158.7497371188224,40.60988433228181,1130,15,61,50
7-500x_segmented.png,2762,323.4041088819504,0.8444444444444444,342.551774076756,68.27190441708906,307,26,76,90
7-500x_segmented.png,993,189.48022842407227,1.4285714285714286,784.5055387713998,53.97381671701913,754,29,60,42
7-500x_segmented.png,2595,335.7472537755966,0.9506172839506173,384.74296724470133,107.16454720616571,344,62,77,81
7-500x_segmented.png,1953,249.32084822654724,1.8775510204081634,687.6144393241167,87.73937532002049,641,63,92,49
7-500x_segmented.png,525,103.74011433124542,1.48,823.8380952380952,75.57333333333334,806,63,37,25
7-500x_segmented.png,6420,502.4995595216751,0.6641221374045801,912.5595015576324,128.34018691588784,868,66,87,131
7-500x_segmented.png,1114,143.19595766067505,1.53125,767.7719928186715,99.47127468581688,744,84,49,32
7-500x_segmented.png,1740,231.58073341846466,0.5205479452054794,15.202298850574712,127.00344827586207,0,94,38,73
7-500x_segmented.png,4339,480.8010768890381,0.49700598802395207,1041.659138050242,185.54690020742106,1008,95,83,167
7-500x_segmented.png,2834,417.48736810684204,0.47368421052631576,990.3038108680311,155.48588567395907,962,103,54,114
7-500x_segmented.png,5610,418.4162995815277,1.1555555555555554,821.3532976827095,161.63975044563279,768,113,104,90
7-500x_segmented.png,864,162.75230622291565,0.86,81.77662037037037,143.9189814814815,61,120,43,50
7-500x_segmented.png,8366,763.0336116552353,0.6976744186046512,705.8519005498446,234.49270858235715,617,130,150,215
7-500x_segmented.png,6325,440.55843675136566,1.5595238095238095,384.29723320158104,201.71509881422924,325,164,131,84
7-500x_segmented.png,4313,343.4041078090668,0.7888888888888889,1152.4031996290284,209.99049385578485,1119,164,71,90
